k,g,picture,brightness,quality_value
1.5,1.25,DunkelStadt,57.461932560403802,1.71
0.75,1.5,Detailarm,195.98092322969899,-1.04
0.5,0.75,Einfarbig,214.43341924490801,-1.78
1,0.5,Einfarbig,214.43341924490801,-1.0700000000000001
0.5,1.5,Detailarm,195.98092322969899,-2.0299999999999998
1.25,1,Einfarbig,214.43341924490801,0.37
1.25,1,Bunt,103.440234921044,1.1599999999999999
0.75,0.75,Einfarbig,214.43341924490801,-1.3200000000000001
1.25,1,DunkelCanyon,64.577521075824905,-1
0.5,1.5,DunkelStadt,57.461932560403802,-3
1.5,1.5,DunkelRaum,84.542855590662498,-1.0700000000000001
1.25,0.75,DunkelCanyon,64.577521075824905,0.64000000000000001
1.5,0.75,Detailarm,195.98092322969899,0.68999999999999995
0.5,0.5,Abstrakt,37.1927038842596,-1.3500000000000001
1.25,1,Abstrakt,37.1927038842596,0.44
0.5,1,DunkelCanyon,64.577521075824905,-1.6899999999999999
1.5,1.5,Einfarbig,214.43341924490801,-1.05
1,0.5,DunkelCanyon,64.577521075824905,-1.01
0.5,0.5,DunkelCanyon,64.577521075824905,-1.6000000000000001
1.5,1.25,Detailarm,195.98092322969899,0.83999999999999997
0.5,0.5,DunkelRaum,84.542855590662498,-1.8400000000000001
1.5,0.75,Bunt,103.440234921044,0.78000000000000003
0.75,1.25,Abstrakt,37.1927038842596,-1.1399999999999999
0.75,1.25,DunkelCanyon,64.577521075824905,-0.58999999999999997
0.75,0.75,Abstrakt,37.1927038842596,-0.58999999999999997
0.75,0.5,Bunt,103.440234921044,-1.3300000000000001
0.75,1.25,Bunt,103.440234921044,-0.77000000000000002
1.25,0.75,Abstrakt,37.1927038842596,0.79000000000000004
1.25,1.5,Abstrakt,37.1927038842596,-0.81000000000000005
1,0.5,DunkelRaum,84.542855590662498,1.3999999999999999
0.5,1,Bunt,103.440234921044,-0.97999999999999998
1,0.75,Abstrakt,37.1927038842596,0.95999999999999996
1.25,1.5,Einfarbig,214.43341924490801,-0.62
1.25,0.5,Abstrakt,37.1927038842596,1.1299999999999999
0.75,0.5,Detailarm,195.98092322969899,-1.7
1.5,0.75,DunkelCanyon,64.577521075824905,1.25
0.75,1,Abstrakt,37.1927038842596,-0.89000000000000001
0.5,1.5,DunkelRaum,84.542855590662498,-1.3600000000000001
0.75,1.5,Bunt,103.440234921044,-1.5
1.25,1.25,Einfarbig,214.43341924490801,0.52000000000000002
1,1.25,Detailarm,195.98092322969899,1.3
1,0.5,Detailarm,195.98092322969899,-1.1599999999999999
1.25,1.5,DunkelRaum,84.542855590662498,-0.54000000000000004
1,1.25,DunkelCanyon,64.577521075824905,-1.6799999999999999
0.5,1.25,Abstrakt,37.1927038842596,-1.03
0.75,1,DunkelRaum,84.542855590662498,-0.92000000000000004
1,0.75,DunkelStadt,57.461932560403802,1.1000000000000001
0.5,1,DunkelStadt,57.461932560403802,-1.1399999999999999
1.25,0.5,Bunt,103.440234921044,0.93000000000000005
1.5,1.5,Detailarm,195.98092322969899,-1.26
1.25,1.5,DunkelCanyon,64.577521075824905,-1.71
0.75,1.25,DunkelStadt,57.461932560403802,-1.3
1.5,1,Einfarbig,214.43341924490801,-0.80000000000000004
1,0.75,Detailarm,195.98092322969899,-0.20999999999999999
1.25,0.5,Detailarm,195.98092322969899,-0.90000000000000002
1.25,1.25,Detailarm,195.98092322969899,0.94999999999999996
0.75,0.75,DunkelRaum,84.542855590662498,0.95999999999999996
1.25,0.5,DunkelRaum,84.542855590662498,1.01
0.75,0.5,Einfarbig,214.43341924490801,-1.8899999999999999
1,1.5,Bunt,103.440234921044,-1
1,1.5,Detailarm,195.98092322969899,-1.1599999999999999
1.5,0.75,DunkelStadt,57.461932560403802,1.23
1.5,1.5,Bunt,103.440234921044,-1.4099999999999999
0.5,0.75,DunkelRaum,84.542855590662498,-0.62
1,0.75,DunkelRaum,84.542855590662498,1.1100000000000001
1.5,0.75,Einfarbig,214.43341924490801,0.92000000000000004
0.5,1.25,Detailarm,195.98092322969899,-0.97999999999999998
1.5,1.5,DunkelCanyon,64.577521075824905,-1.1100000000000001
0.75,0.75,Detailarm,195.98092322969899,-1.2
1,1.5,DunkelCanyon,64.577521075824905,-1.54
1.25,1,Detailarm,195.98092322969899,0.89000000000000001
0.75,1.5,Abstrakt,37.1927038842596,-2.0099999999999998
1,1.25,Abstrakt,37.1927038842596,-0.80000000000000004
0.75,1.5,DunkelCanyon,64.577521075824905,-1.76
0.75,1,DunkelStadt,57.461932560403802,-0.69999999999999996
1.5,1.5,DunkelStadt,57.461932560403802,-2.1600000000000001
0.75,0.75,DunkelStadt,57.461932560403802,0.64000000000000001
0.75,0.75,DunkelCanyon,64.577521075824905,-1.78
1.25,1,DunkelStadt,57.461932560403802,-0.029999999999999999
0.5,0.75,Detailarm,195.98092322969899,-2.1099999999999999
1.25,1.25,DunkelStadt,57.461932560403802,-0.94999999999999996
1.5,1,DunkelRaum,84.542855590662498,0.01
0.5,1,Abstrakt,37.1927038842596,-1.5
0.5,1.5,DunkelCanyon,64.577521075824905,-1.3100000000000001
0.5,1.5,Einfarbig,214.43341924490801,-0.95999999999999996
1,0.5,Abstrakt,37.1927038842596,1.54
1.5,0.5,DunkelRaum,84.542855590662498,1.47
1.5,1,Detailarm,195.98092322969899,-0.64000000000000001
1.25,0.5,Einfarbig,214.43341924490801,0.48999999999999999
1.5,1.25,Einfarbig,214.43341924490801,-1.3500000000000001
1.25,0.75,DunkelRaum,84.542855590662498,0.47999999999999998
1,1.25,Einfarbig,214.43341924490801,-1.2
1.25,0.75,Detailarm,195.98092322969899,-1.0600000000000001
1.5,1.25,DunkelCanyon,64.577521075824905,-1.46
1.5,0.5,DunkelStadt,57.461932560403802,-0.94999999999999996
0.5,1.25,Einfarbig,214.43341924490801,-0.5
0.5,0.75,Bunt,103.440234921044,-1.3100000000000001
0.75,0.5,Abstrakt,37.1927038842596,1.23
1,1.25,Bunt,103.440234921044,0.42999999999999999
0.5,0.5,Detailarm,195.98092322969899,-1.97
0.5,0.75,Abstrakt,37.1927038842596,-0.96999999999999997
1.5,1,DunkelCanyon,64.577521075824905,0.95999999999999996
1.5,1.25,Bunt,103.440234921044,0.040000000000000001
0.5,0.75,DunkelCanyon,64.577521075824905,-1.75
1.25,1.5,DunkelStadt,57.461932560403802,-1.3899999999999999
1.5,1,Abstrakt,37.1927038842596,0.79000000000000004
1.5,0.5,Einfarbig,214.43341924490801,0.66000000000000003
1,1.25,DunkelRaum,84.542855590662498,-0.11
0.75,1.5,DunkelRaum,84.542855590662498,-0.46000000000000002
1,1.5,DunkelRaum,84.542855590662498,0.26000000000000001
1,1.5,Einfarbig,214.43341924490801,-0.72999999999999998
1.5,1,Bunt,103.440234921044,-0.29999999999999999
1.5,0.75,Abstrakt,37.1927038842596,1
1.25,1,DunkelRaum,84.542855590662498,0
0.75,1,Einfarbig,214.43341924490801,0.60999999999999999
0.5,1.5,Bunt,103.440234921044,-1.0600000000000001
0.75,1,Bunt,103.440234921044,-0.55000000000000004
0.75,1.25,Detailarm,195.98092322969899,0.87
1.5,1.25,DunkelRaum,84.542855590662498,0.51000000000000001
1,1.5,DunkelStadt,57.461932560403802,-0.39000000000000001
0.5,1.25,DunkelCanyon,64.577521075824905,-0.60999999999999999
1.25,0.5,DunkelStadt,57.461932560403802,-0.80000000000000004
0.5,1.25,DunkelRaum,84.542855590662498,-1.6499999999999999
0.75,1.5,Einfarbig,214.43341924490801,-1.01
1,0.75,Einfarbig,214.43341924490801,0.71999999999999997
1,0.5,DunkelStadt,57.461932560403802,-1.1699999999999999
1.5,0.5,Bunt,103.440234921044,1.25
0.5,1,Detailarm,195.98092322969899,-1.1599999999999999
1.25,0.75,Bunt,103.440234921044,0.96999999999999997
1.5,0.5,Abstrakt,37.1927038842596,1.5700000000000001
1.25,1.25,DunkelRaum,84.542855590662498,0.78000000000000003
1.25,0.5,DunkelCanyon,64.577521075824905,1.1899999999999999
1.25,0.75,Einfarbig,214.43341924490801,-0.78000000000000003
0.5,1,Einfarbig,214.43341924490801,-2.0699999999999998
