k,g,picture,brightness,quality_value
0.75,1.5,Einfarbig,214.43341924490801,-1.02
1,0.75,Einfarbig,214.43341924490801,-0.93999999999999995
0.75,0.75,Abstrakt,37.1927038842596,1.04
1.25,1.25,Bunt,103.440234921044,1.9199999999999999
0.75,1,DunkelCanyon,64.577521075824905,-1.0600000000000001
1.5,1.25,Detailarm,195.98092322969899,-2.1400000000000001
1.25,0.5,Einfarbig,214.43341924490801,-0.47999999999999998
0.75,1,DunkelStadt,57.461932560403802,-1.1000000000000001
1.25,1.5,Bunt,103.440234921044,0.28000000000000003
0.75,1,Detailarm,195.98092322969899,-1.3799999999999999
1,0.75,DunkelCanyon,64.577521075824905,-1
1.25,0.75,DunkelStadt,57.461932560403802,1.46
0.5,1.25,Abstrakt,37.1927038842596,-2.2799999999999998
0.75,1.25,Abstrakt,37.1927038842596,-1.8999999999999999
1.25,1,DunkelStadt,57.461932560403802,1.26
0.5,1,Abstrakt,37.1927038842596,-2.7999999999999998
0.75,1.5,Abstrakt,37.1927038842596,-2.5299999999999998
1.25,1.25,Einfarbig,214.43341924490801,1.0800000000000001
1.5,1,DunkelCanyon,64.577521075824905,1.6200000000000001
1.25,0.75,Bunt,103.440234921044,1.0700000000000001
1.5,0.75,Einfarbig,214.43341924490801,1.05
1.5,0.5,Einfarbig,214.43341924490801,1.54
1.25,1,DunkelRaum,84.542855590662498,-2
1.25,1.5,DunkelCanyon,64.577521075824905,1.45
1.25,0.75,DunkelRaum,84.542855590662498,-0.80000000000000004
1.25,1.25,DunkelRaum,84.542855590662498,-1.71
0.5,0.75,Einfarbig,214.43341924490801,-3
1.25,0.5,Abstrakt,37.1927038842596,1.45
0.5,1,DunkelStadt,57.461932560403802,-2.6800000000000002
0.75,1.25,Einfarbig,214.43341924490801,-1.1699999999999999
1.5,0.75,Abstrakt,37.1927038842596,2.3100000000000001
0.75,0.5,Bunt,103.440234921044,-3
0.75,0.75,DunkelRaum,84.542855590662498,-1.8400000000000001
0.75,0.75,DunkelStadt,57.461932560403802,-1.95
1,0.75,Bunt,103.440234921044,-1.6000000000000001
1.25,0.5,DunkelCanyon,64.577521075824905,-2.4399999999999999
0.75,1.25,DunkelRaum,84.542855590662498,0
1,1.25,DunkelCanyon,64.577521075824905,1.8899999999999999
1.5,1.25,Einfarbig,214.43341924490801,1.1100000000000001
1.5,1.5,Detailarm,195.98092322969899,1.24
0.75,0.5,Einfarbig,214.43341924490801,-3
1.25,1,Bunt,103.440234921044,1.76
0.75,0.5,DunkelCanyon,64.577521075824905,-3
